index:ID,name,sex,age,code,job,:LABEL
100001,黄忠民,男,55岁,600961,"董事长,董事",高管
100002,刘朗明,男,51岁,600961,董事,高管
100003,刘文德,男,54岁,600961,董事,高管
100004,李雄姿,男,54岁,600961,董事,高管
100005,王庆,男,40岁,600961,董事,高管
100006,樊行健,男,74岁,600961,独立董事,高管
100007,胡晓东,女,55岁,600961,独立董事,高管
100008,虞晓锋,男,53岁,600961,独立董事,高管
100009,朱兴明,男,51岁,300124,"董事长,董事",高管
100010,宋君恩,男,46岁,300124,董事,高管
100011,李俊田,男,43岁,300124,董事,高管
100012,周斌,男,42岁,300124,董事,高管
100013,王伟,男,38岁,300124,董事,高管
100014,刘宇川,男,44岁,300124,董事,高管
100015,龚茵,女,51岁,300124,独立董事,高管
100016,赵争鸣,男,59岁,300124,独立董事,高管
100017,曲建,男,52岁,300124,独立董事,高管
100018,祝方猛,男,46岁,000739,"董事长,董事",高管
100019,徐文财,男,52岁,000739,董事,高管
100020,胡天高,男,53岁,000739,董事,高管
100021,吴兴,男,46岁,000739,董事,高管
100022,张淼洪,男,68岁,000739,独立董事,高管
100023,姚明龙,男,55岁,000739,独立董事,高管
100024,张爱珠,女,53岁,000739,独立董事,高管
100025,丁洁民,男,61岁,600846,"董事长,董事",高管
100026,张晔,男,57岁,600846,董事,高管
100027,高国武,男,50岁,600846,董事,高管
100028,王明忠,男,56岁,600846,董事,高管
100029,张驰,男,60岁,600846,独立董事,高管
100030,储一昀,男,54岁,600846,独立董事,高管
100031,孙益功,男,45岁,600846,独立董事,高管
100032,余德辉,男,58岁,601600,"董事长,非执行董事",高管
100033,卢东亮,男,45岁,601600,执行董事,高管
100034,蒋英刚,男,55岁,601600,执行董事,高管
100035,敖宏,男,57岁,601600,非执行董事,高管
100036,王军,男,53岁,601600,非执行董事,高管
100037,李大壮,男,58岁,601600,独立非执行董事,高管
100038,陈丽洁,女,63岁,601600,独立非执行董事,高管
100039,胡式海,男,63岁,601600,独立非执行董事,高管
100040,柯宗庆,男,62岁,300297,"董事长,董事",高管
100041,柯宗贵,男,49岁,300297,"副董事长,董事",高管
100042,黄泽华,男,49岁,300297,董事,高管
100043,谭晓燕,女,43岁,300297,董事,高管
100044,赵庆伦,男,61岁,300297,董事,高管
100045,黎奇,男,45岁,300297,独立董事,高管
100046,周涛,男,63岁,300297,独立董事,高管
100047,王丹舟,女,54岁,300297,独立董事,高管
100048,陈哲元,男,47岁,600306,"董事长,董事",高管
100049,钟静,女,45岁,600306,董事,高管
100050,刘俊杰,男,53岁,600306,董事,高管
100051,吕晓清,女,37岁,600306,董事,高管
100052,王斌,男,52岁,600306,董事,高管
100053,钟鹏翼,男,62岁,600306,董事,高管
100054,彭时代,男,63岁,600306,独立董事,高管
100055,黄益建,男,39岁,600306,独立董事,高管
100056,孙庆峰,男,50岁,600306,独立董事,高管
100057,郭鸿宝,男,49岁,300116,"董事长,董事",高管
100058,李瑶,男,45岁,300116,董事,高管
100059,李先军,男,48岁,300116,董事,高管
100060,李成,男,62岁,300116,独立董事,高管
100061,李玉萍,女,54岁,300116,独立董事,高管
100062,刘成彦,男,54岁,300017,"董事长,董事",高管
100063,洪珂,男,51岁,300017,"副董事长,董事",高管
100064,周丽萍,女,42岁,300017,董事,高管
100065,颜永春,男,50岁,300017,董事,高管
100066,王蔚松,男,59岁,300017,独立董事,高管
100067,黄斯颖,女,40岁,300017,独立董事,高管
100068,李智平,男,62岁,300017,独立董事,高管
100069,潘丽春,女,50岁,000925,"董事长,董事",高管
100070,陈均,男,63岁,000925,"副董事长,董事",高管
100071,赵勤,男,50岁,000925,董事,高管
100072,楼洪海,男,48岁,000925,董事,高管
100073,赵建,男,52岁,000925,董事,高管
100074,史烈,男,54岁,000925,董事,高管
100075,唐新亮,男,46岁,000925,董事,高管
100076,韩斌,男,52岁,000925,独立董事,高管
100077,姚先国,男,65岁,000925,独立董事,高管
100078,钱明星,男,55岁,000925,独立董事,高管
100079,宋航,男,40岁,000925,独立董事,高管
100080,郭满金,男,70岁,600885,"董事长,董事",高管
100081,刘圳田,男,50岁,600885,董事,高管
100082,陈龙,男,63岁,600885,董事,高管
100083,丁云光,男,56岁,600885,董事,高管
100084,李明,男,53岁,600885,董事,高管
100085,曾智斌,男,44岁,600885,董事,高管
100086,董云庭,男,73岁,600885,独立董事,高管
100087,蒋悟真,男,46岁,600885,独立董事,高管
100088,蔡宁,女,41岁,600885,独立董事,高管
100089,徐金富,男,54岁,002709,"董事长,董事",高管
100090,禤达燕,女,36岁,002709,董事,高管
100091,顾斌,男,53岁,002709,董事,高管
100092,徐三善,男,49岁,002709,董事,高管
100093,陈汛武,男,55岁,002709,董事,高管
100094,贺春海,男,47岁,002709,独立董事,高管
100095,容敏智,男,57岁,002709,独立董事,高管
100096,赵建青,男,53岁,002709,独立董事,高管
100097,吴琪,女,49岁,002709,独立董事,高管
100098,刘著平,男,52岁,000547,"董事长,董事",高管
100099,王勇,男,48岁,000547,董事,高管
100100,章高路,男,42岁,000547,董事,高管
100101,朱弘,男,55岁,000547,董事,高管
100102,李轶涛,男,45岁,000547,董事,高管
100103,任真,女,67岁,000547,独立董事,高管
100104,杨雄,男,52岁,000547,独立董事,高管
100105,马玲,女,47岁,000547,独立董事,高管
100106,吴云天,男,59岁,600125,"董事长,董事",高管
100107,张永庆,男,57岁,600125,"副董事长,董事",高管
100108,辛明,男,47岁,600125,董事,高管
100109,吴琼,男,54岁,600125,董事,高管
100110,吴永奇,男,55岁,600125,董事,高管
100111,白慧涛,男,55岁,600125,董事,高管
100112,姜超峰,男,68岁,600125,独立董事,高管
100113,李延喜,男,48岁,600125,独立董事,高管
100114,庄炜,女,48岁,600125,独立董事,高管
100115,孙进峰,男,32岁,002443,"董事长,董事",高管
100116,封堃,男,34岁,002443,"副董事长,董事",高管
100117,沈淦荣,男,56岁,002443,董事,高管
100118,蔡超,男,34岁,002443,董事,高管
100119,顾苏民,男,56岁,002443,董事,高管
100120,马原,男,36岁,002443,董事,高管
100121,高闯,男,65岁,002443,独立董事,高管
100122,李怀奇,男,69岁,002443,独立董事,高管
100123,梁飞媛,女,53岁,002443,独立董事,高管
100124,崔红松,男,49岁,600595,"董事长,董事",高管
100125,张松江,男,54岁,600595,董事,高管
100126,马文超,男,48岁,600595,董事,高管
100127,司兴华,男,43岁,600595,董事,高管
100128,薄光利,男,52岁,600595,董事,高管
100129,贺怀钦,男,55岁,600595,董事,高管
100130,彭雪峰,男,56岁,600595,独立董事,高管
100131,吴溪,男,41岁,600595,独立董事,高管
100132,梁亮,男,39岁,600595,独立董事,高管
100133,王剑峰,男,48岁,600699,"董事长,董事",高管
100134,范金洪,男,55岁,600699,"副董事长,董事",高管
100135,喻凯,男,36岁,600699,董事,高管
100136,唐宇新,男,51岁,600699,董事,高管
100137,刘玉达,男,44岁,600699,董事,高管
100138,Christoph Hummel,男,52岁,600699,董事,高管
100139,朱天,男,54岁,600699,独立董事,高管
100140,魏云珠,女,49岁,600699,独立董事,高管
100141,赵大东,男,65岁,600699,独立董事,高管
100142,臧卫东,男,52岁,002106,"董事长,董事",高管
100143,李绍宗,男,54岁,002106,董事,高管
100144,王行村,男,41岁,002106,董事,高管
100145,梁新辉,男,45岁,002106,董事,高管
100146,廖林,男,52岁,002106,董事,高管
100147,陈振龙,男,57岁,002106,董事,高管
100148,赖德明,男,53岁,002106,董事,高管
100149,侯挺,男,48岁,002106,董事,高管
100150,张百哲,男,75岁,002106,独立董事,高管
100151,熊楚熊,男,63岁,002106,独立董事,高管
100152,蒋大兴,男,47岁,002106,独立董事,高管
100153,杜文君,女,50岁,002106,独立董事,高管
100154,林文卿,女,55岁,300093,"代董事长,董事",高管
100155,罗嘉贤,女,33岁,300093,董事,高管
100156,庄毓新,男,47岁,300093,董事,高管
100157,梁艳媚,女,35岁,300093,董事,高管
100158,陈小卫,男,52岁,300093,独立董事,高管
100159,蔡祥,男,45岁,300093,独立董事,高管
100160,肖蔚红,女,42岁,300093,独立董事,高管
100161,陈伟英,女,63岁,300093,独立董事,高管
100162,李银会,男,52岁,002646,"董事长,董事",高管
100163,郭守明,男,55岁,002646,"副董事长,董事",高管
100164,王兆三,男,46岁,002646,董事,高管
100165,王君,男,53岁,002646,董事,高管
100166,王鸿,男,52岁,002646,董事,高管
100167,张劭,男,41岁,002646,董事,高管
100168,王德良,男,46岁,002646,独立董事,高管
100169,吴非,男,35岁,002646,独立董事,高管
100170,方文彬,男,53岁,002646,独立董事,高管
100171,程仁策,男,55岁,600219,"董事长,董事",高管
100172,宋昌明,男,38岁,600219,董事,高管
100173,吕正风,男,53岁,600219,董事,高管
100174,刘强,男,50岁,600219,董事,高管
100175,刘春雷,男,41岁,600219,董事,高管
100176,宋建波,男,48岁,600219,董事,高管
100177,刘嘉厚,男,64岁,600219,独立董事,高管
100178,张焕平,男,60岁,600219,独立董事,高管
100179,黄利群,女,52岁,600219,独立董事,高管
100180,李建国,男,56岁,000766,"董事长,董事",高管
100181,黄德龙,男,40岁,000766,"副董事长,董事",高管
100182,姬彦锋,男,53岁,000766,董事,高管
100183,于军,男,47岁,000766,董事,高管
100184,刘立成,男,65岁,000766,董事,高管
100185,昝宝石,男,57岁,000766,董事,高管
100186,郝娜,女,40岁,000766,独立董事,高管
100187,赵微,女,41岁,000766,独立董事,高管
100188,陈启斌,男,64岁,000766,独立董事,高管
100189,林道藩,男,57岁,603268,"董事长,董事",高管
100190,曾文光,男,50岁,603268,董事,高管
100191,林秋兰,女,33岁,603268,董事,高管
100192,游沙,男,31岁,603268,董事,高管
100193,王丰,男,41岁,603268,独立董事,高管
100194,陈军,男,51岁,603268,独立董事,高管
100195,徐俊雄,男,45岁,603268,独立董事,高管
100196,傅宇晨,男,55岁,300112,"董事长,董事",高管
100197,傅晓阳,男,47岁,300112,董事,高管
100198,钟怡泰,男,59岁,300112,董事,高管
100199,熊伟,男,52岁,300112,董事,高管
100200,王岩,男,61岁,300112,独立董事,高管
100201,李石芳,男,52岁,300112,独立董事,高管
100202,胡琴,女,51岁,300112,独立董事,高管
100203,李占明,男,56岁,300263,"董事长,董事",高管
100204,孙建科,男,56岁,300263,"副董事长,董事",高管
100205,杨媛,女,49岁,300263,董事,高管
100206,李明强,男,45岁,300263,董事,高管
100207,刘岩,男,54岁,300263,董事,高管
100208,李占强,男,47岁,300263,董事,高管
100209,席升阳,男,64岁,300263,独立董事,高管
100210,张莉,女,48岁,300263,独立董事,高管
100211,张霞,女,50岁,300263,独立董事,高管
100212,王来春,女,51岁,002475,"董事长,董事",高管
100213,王来胜,男,54岁,002475,"副董事长,董事",高管
100214,叶怡伶,女,47岁,002475,董事,高管
100215,李斌,男,41岁,002475,董事,高管
100216,许怀斌,男,nan,002475,独立董事,高管
100217,张英,女,55岁,002475,独立董事,高管
100218,林一飞,男,43岁,002475,独立董事,高管
100219,郭辉,男,48岁,600207,"董事长,董事",高管
100220,关军占,男,37岁,600207,董事,高管
100221,郭运凯,男,54岁,600207,董事,高管
100222,张仁维,男,53岁,600207,董事,高管
100223,王霆,男,42岁,600207,独立董事,高管
100224,李煦燕,女,56岁,600207,独立董事,高管
100225,海福安,男,55岁,600207,独立董事,高管
100226,刘彦龙,男,53岁,600559,"董事长,董事",高管
100227,魏志民,男,69岁,600559,"副董事长,董事",高管
100228,王占刚,男,46岁,600559,"副董事长,董事",高管
100229,刘勇,男,53岁,600559,董事,高管
100230,李玉雷,男,44岁,600559,董事,高管
100231,汤捷,男,44岁,600559,董事,高管
100232,徐志翰,男,55岁,600559,独立董事,高管
100233,肖冬光,男,62岁,600559,独立董事,高管
100234,郑元武,男,41岁,600559,独立董事,高管
100235,程涛,男,39岁,601028,"董事长,董事",高管
100236,陆国民,男,54岁,601028,董事,高管
100237,申强,男,33岁,601028,董事,高管
100238,李伟敏,男,46岁,601028,董事,高管
100239,程晓鸣,男,53岁,601028,独立董事,高管
100240,马霄,男,38岁,601028,独立董事,高管
100241,刘浩,男,40岁,601028,独立董事,高管
100242,禹勃,男,48岁,002515,"董事长,董事",高管
100243,薛长煌,男,46岁,002515,"副董事长,董事",高管
100244,王启辉,男,42岁,002515,董事,高管
100245,吴月肖,女,41岁,002515,董事,高管
100246,王徽,男,49岁,002515,董事,高管
100247,马贤明,男,51岁,002515,董事,高管
100248,傅坚政,男,58岁,002515,独立董事,高管
100249,夏祖兴,男,55岁,002515,独立董事,高管
100250,徐杰震,男,56岁,002515,独立董事,高管
100251,吴明武,男,51岁,600567,"董事长,董事",高管
100252,潘金堂,男,56岁,600567,董事,高管
100253,孙晓民,男,41岁,600567,董事,高管
100254,连巧灵,女,54岁,600567,董事,高管
100255,房桂干,男,52岁,600567,独立董事,高管
100256,陈菡,女,35岁,600567,独立董事,高管
100257,魏雄文,男,51岁,600567,独立董事,高管
100258,张国桉,男,48岁,300164,"董事长,董事",高管
100259,任延忠,男,55岁,300164,董事,高管
100260,张志坚,男,53岁,300164,董事,高管
100261,赵超,男,35岁,300164,独立董事,高管
100262,曾一龙,男,47岁,300164,独立董事,高管
100263,王浩,男,52岁,000799,"董事长,董事",高管
100264,郑应南,男,61岁,000799,"副董事长,董事",高管
100265,李士祎,男,41岁,000799,"副董事长,董事",高管
100266,董顺钢,男,52岁,000799,董事,高管
100267,江湧,男,47岁,000799,董事,高管
100268,黄镇茂,男,67岁,000799,董事,高管
100269,王艳茹,女,nan,000799,独立董事,高管
100270,姚小义,男,nan,000799,独立董事,高管
100271,王茹芹,女,nan,000799,独立董事,高管
100272,张冲,男,55岁,600876,"董事长,执行董事",高管
100273,谢军,男,52岁,600876,"副董事长,非执行董事",高管
100274,倪植森,男,46岁,600876,执行董事,高管
100275,王国强,男,49岁,600876,执行董事,高管
100276,马炎,男,47岁,600876,执行董事,高管
100277,何宝峰,男,46岁,600876,独立非执行董事,高管
100278,刘天倪,男,54岁,600876,独立非执行董事,高管
100279,叶树华,男,57岁,600876,独立非执行董事,高管
100280,晋占平,男,54岁,600876,独立非执行董事,高管
100281,文小兵,男,50岁,000502,"董事长,董事",高管
100282,王斌,男,43岁,000502,董事,高管
100283,林圣杰,男,53岁,000502,董事,高管
100284,余斌,男,53岁,000502,董事,高管
100285,陈玉峰,男,45岁,000502,董事,高管
100286,孙彦安,男,35岁,000502,董事,高管
100287,张在强,男,53岁,000502,独立董事,高管
100288,李文婷,女,40岁,000502,独立董事,高管
100289,刘远鹏,男,46岁,000502,独立董事,高管
100290,张志方,男,56岁,000825,"董事长,董事",高管
100291,高建兵,男,42岁,000825,"副董事长,董事",高管
100292,谢力,男,58岁,000825,董事,高管
100293,尚佳君,男,44岁,000825,董事,高管
100294,柴志勇,男,55岁,000825,董事,高管
100295,李华,男,48岁,000825,董事,高管
100296,李建民,男,54岁,000825,董事,高管
100297,王国栋,男,76岁,000825,独立董事,高管
100298,李端生,男,61岁,000825,独立董事,高管
100299,张吉昌,男,55岁,000825,独立董事,高管
100300,张志铭,男,56岁,000825,独立董事,高管
100301,江淦钧,男,54岁,002572,"董事长,董事",高管
100302,柯建生,男,54岁,002572,董事,高管
100303,潘雯姗,女,39岁,002572,董事,高管
100304,王飚,男,44岁,002572,董事,高管
100305,郑敏,男,52岁,002572,独立董事,高管
100306,谢康,男,55岁,002572,独立董事,高管
100307,谭跃,男,59岁,002572,独立董事,高管
100308,陈培,男,56岁,601918,"董事长,董事",高管
100309,杨伯达,男,48岁,601918,董事,高管
100310,王雪萍,男,50岁,601918,董事,高管
100311,贾晓晖,女,40岁,601918,董事,高管
100312,黄书铭,男,47岁,601918,董事,高管
100313,李钢,男,39岁,601918,董事,高管
100314,丁后稳,男,51岁,601918,董事,高管
100315,张利国,男,53岁,601918,独立董事,高管
100316,毛德兵,男,48岁,601918,独立董事,高管
100317,陈关亭,男,55岁,601918,独立董事,高管
100318,陈平,男,56岁,600993,"董事长,董事",高管
100319,娄兵,女,57岁,600993,"副董事长,董事",高管
100320,苏光祥,男,56岁,600993,"副董事长,董事",高管
100321,马健驹,男,59岁,600993,董事,高管
100322,游仕旭,男,57岁,600993,董事,高管
100323,翟曹敏,男,43岁,600993,董事,高管
100324,赵曼,女,66岁,600993,独立董事,高管
100325,张晨颖,女,43岁,600993,独立董事,高管
100326,黄艳华,女,53岁,600993,独立董事,高管
100327,姚小欣,男,39岁,300280,"董事长,董事",高管
100328,鲍蕾,女,38岁,300280,董事,高管
100329,郭凡,男,32岁,300280,董事,高管
100330,钱喆,女,35岁,300280,董事,高管
100331,郭敏,女,30岁,300280,董事,高管
100332,李想,男,43岁,300280,董事,高管
100333,黄幼平,女,38岁,300280,独立董事,高管
100334,郦仲贤,男,62岁,300280,独立董事,高管
100335,孟繁锋,男,51岁,300280,独立董事,高管
100336,刘楠,男,58岁,300008,"董事长,董事",高管
100337,吉春林,男,36岁,300008,"副董事长,董事",高管
100338,占金锋,男,40岁,300008,董事,高管
100339,顾建国,男,64岁,300008,董事,高管
100340,秦炳军,男,48岁,300008,董事,高管
100341,朱志鹏,男,37岁,300008,董事,高管
100342,吕琰,男,40岁,300008,独立董事,高管
100343,秦正余,男,53岁,300008,独立董事,高管
100344,沈明宏,男,50岁,300008,独立董事,高管
100345,叶利明,男,59岁,603703,"董事长,董事",高管
100346,吴秋婷,女,39岁,603703,董事,高管
100347,徐凤娟,女,57岁,603703,董事,高管
100348,叶建中,男,64岁,603703,董事,高管
100349,Huang Charles Mingyuan,男,68岁,603703,董事,高管
100350,潘华萍,女,38岁,603703,董事,高管
100351,朱锡坤,男,56岁,603703,独立董事,高管
100352,尤敏卫,男,43岁,603703,独立董事,高管
100353,单立平,男,37岁,603703,独立董事,高管
100354,周辉,男,55岁,600072,"董事长,董事",高管
100355,王军,男,47岁,600072,董事,高管
100356,高康,男,58岁,600072,董事,高管
100357,张新龙,男,43岁,600072,董事,高管
100358,朱云龙,男,54岁,600072,董事,高管
100359,陈映华,男,45岁,600072,董事,高管
100360,巢序,男,47岁,600072,独立董事,高管
100361,徐健,男,66岁,600072,独立董事,高管
100362,杜惟毅,男,43岁,600072,独立董事,高管
100363,汪万新,男,53岁,000707,"董事长,董事",高管
100364,张雷,男,39岁,000707,董事,高管
100365,武芙蓉,女,36岁,000707,董事,高管
100366,李元海,男,43岁,000707,董事,高管
100367,张行锋,男,40岁,000707,董事,高管
100368,刘宏光,男,44岁,000707,董事,高管
100369,孙燕萍,女,37岁,000707,独立董事,高管
100370,王花曼,女,39岁,000707,独立董事,高管
100371,包晓岚,女,46岁,000707,独立董事,高管
100372,罗建文,男,70岁,300338,"董事长,董事",高管
100373,江勇,男,39岁,300338,"副董事长,董事",高管
100374,罗旭东,男,47岁,300338,"副董事长,董事",高管
100375,彭民,男,33岁,300338,董事,高管
100376,赵君,男,39岁,300338,董事,高管
100377,何龙军,男,42岁,300338,董事,高管
100378,陈新文,男,46岁,300338,独立董事,高管
100379,陈政峰,男,50岁,300338,独立董事,高管
100380,刘曙萍,女,48岁,300338,独立董事,高管
100381,张永利,男,53岁,601168,"董事长,董事",高管
100382,李义邦,男,50岁,601168,董事,高管
100383,王海丰,男,45岁,601168,董事,高管
100384,康岩勇,男,48岁,601168,董事,高管
100385,刘放来,男,66岁,601168,独立董事,高管
100386,张韶华,男,50岁,601168,独立董事,高管
100387,骆进仁,男,54岁,601168,独立董事,高管
100388,李德刚,男,56岁,600010,"董事长,董事",高管
100389,李晓,男,48岁,600010,董事,高管
100390,白宝生,男,51岁,600010,董事,高管
100391,刘振刚,男,50岁,600010,董事,高管
100392,TIAN LIANG,男,36岁,600010,董事,高管
100393,宋龙堂,男,54岁,600010,董事,高管
100394,王胜平,男,53岁,600010,董事,高管
100395,石凯,男,53岁,600010,董事,高管
100396,张小平,男,51岁,600010,董事,高管
100397,翟金杰,男,53岁,600010,董事,高管
100398,石洪卫,男,55岁,600010,独立董事,高管
100399,吴振平,男,50岁,600010,独立董事,高管
100400,董方,男,54岁,600010,独立董事,高管
100401,张世潮,男,54岁,600010,独立董事,高管
100402,程名望,男,43岁,600010,独立董事,高管
100403,池宇峰,男,47岁,002624,"董事长,董事",高管
100404,萧泓,男,52岁,002624,董事,高管
100405,魏松,男,47岁,002624,董事,高管
100406,董弘宇,男,50岁,002624,独立董事,高管
100407,施丹丹,女,42岁,002624,独立董事,高管
100408,张宏伟,男,64岁,600811,"名誉董事长,董事",高管
100409,孙明涛,男,41岁,600811,"董事长,董事",高管
100410,关焯华,男,63岁,600811,"副董事长,董事",高管
100411,方灏,男,45岁,600811,董事,高管
100412,张惠泉,男,50岁,600811,董事,高管
100413,徐彩堂,男,70岁,600811,独立董事,高管
100414,胡凤滨,男,58岁,600811,独立董事,高管
100415,王旭辉,男,58岁,600811,独立董事,高管
100416,田益明,男,50岁,600811,独立董事,高管
100417,张学阳,男,56岁,600355,"董事长,董事",高管
100418,廖胜兴,男,53岁,600355,董事,高管
100419,秦仓法,男,50岁,600355,董事,高管
100420,方力,男,49岁,600355,独立董事,高管
100421,郑春美,女,53岁,600355,独立董事,高管
100422,黄静,女,54岁,600355,独立董事,高管
100423,林敏,男,57岁,002273,"董事长,董事",高管
100424,范崇国,男,60岁,002273,董事,高管
100425,盛永江,男,42岁,002273,董事,高管
100426,叶静,女,33岁,002273,董事,高管
100427,林海平,男,54岁,002273,董事,高管
100428,蒋亦标,男,55岁,002273,董事,高管
100429,程艳霞,女,56岁,002273,独立董事,高管
100430,蒋轶,男,40岁,002273,独立董事,高管
100431,鲁瑾,女,48岁,002273,独立董事,高管
100432,王斌,男,49岁,002649,"董事长,董事",高管
100433,马强,男,48岁,002649,董事,高管
100434,张荣军,男,48岁,002649,董事,高管
100435,韩洁,女,41岁,002649,董事,高管
100436,马殿富,男,58岁,002649,董事,高管
100437,刘瑞,男,48岁,002649,独立董事,高管
100438,谢德仁,男,46岁,002649,独立董事,高管
100439,白涛,女,53岁,002649,独立董事,高管
100440,王金华,男,61岁,600582,"董事长,董事",高管
100441,吴德政,男,63岁,600582,"副董事长,董事",高管
100442,宁宇,男,62岁,600582,董事,高管
100443,郑友毅,男,58岁,600582,董事,高管
100444,王虹,男,59岁,600582,董事,高管
100445,范宝营,男,50岁,600582,董事,高管
100446,孙建科,男,56岁,600582,独立董事,高管
100447,彭苏萍,男,59岁,600582,独立董事,高管
100448,肖明,男,55岁,600582,独立董事,高管
100449,蔡荣军,男,46岁,002456,"董事长,董事",高管
100450,蔡高校,男,44岁,002456,董事,高管
100451,赵伟,男,37岁,002456,董事,高管
100452,关赛新,男,39岁,002456,董事,高管
100453,黄丽辉,男,42岁,002456,董事,高管
100454,马敬仁,男,63岁,002456,董事,高管
100455,蔡元庆,男,49岁,002456,独立董事,高管
100456,张汉斌,男,52岁,002456,独立董事,高管
100457,陈俊发,男,53岁,002456,独立董事,高管
100458,仇建平,男,56岁,002444,"董事长,董事",高管
100459,李政,男,59岁,002444,"副董事长,董事",高管
100460,王玲玲,女,57岁,002444,董事,高管
100461,池晓蘅,女,43岁,002444,董事,高管
100462,徐筝,女,34岁,002444,董事,高管
100463,陈杭生,男,55岁,002444,董事,高管
100464,黄爱华,男,63岁,002444,独立董事,高管
100465,叶小珍,女,53岁,002444,独立董事,高管
100466,朱亚尔,女,54岁,002444,独立董事,高管
100467,李新民,男,69岁,300334,"董事长,董事",高管
100468,范宁,男,47岁,300334,董事,高管
100469,刘清,男,nan,300334,董事,高管
100470,叶泉,男,nan,300334,董事,高管
100471,唐运平,男,nan,300334,独立董事,高管
100472,李清,女,nan,300334,独立董事,高管
100473,王春青,男,nan,300334,独立董事,高管
100474,张建公,男,51岁,600997,"董事长,董事",高管
100475,曹玉忠,男,57岁,600997,"副董事长,董事",高管
100476,房承宣,男,54岁,600997,董事,高管
100477,张东辉,男,45岁,600997,董事,高管
100478,张彤,男,50岁,600997,董事,高管
100479,赵瑞麟,男,58岁,600997,董事,高管
100480,梁俊娇,女,52岁,600997,独立董事,高管
100481,楼建波,男,51岁,600997,独立董事,高管
100482,付永领,男,52岁,600997,独立董事,高管
100483,黄文佳,男,48岁,002665,"董事长,董事",高管
100484,黄文博,男,46岁,002665,"副董事长,董事",高管
100485,黄卿乐,男,43岁,002665,"副董事长,董事",高管
100486,高峰,男,55岁,002665,董事,高管
100487,黄卿义,男,39岁,002665,董事,高管
100488,李坚,男,45岁,002665,董事,高管
100489,龚国伟,男,57岁,002665,独立董事,高管
100490,李增耀,男,nan,002665,独立董事,高管
100491,赵保卿,男,60岁,002665,独立董事,高管
100492,齐广田,男,54岁,300210,"董事长,董事",高管
100493,孙斌武,男,50岁,300210,"副董事长,董事",高管
100494,王恩义,男,58岁,300210,董事,高管
100495,佟桂萱,女,46岁,300210,独立董事,高管
100496,崔奇,女,46岁,300210,独立董事,高管
100497,袁小波,男,66岁,600325,名誉董事长,高管
100498,李光宁,男,47岁,600325,"董事局主席,董事",高管
100499,陈茵,女,48岁,600325,"董事局副主席,董事",高管
100500,郭凌勇,男,45岁,600325,"董事局副主席,董事",高管
100501,俞卫国,男,52岁,600325,董事,高管
100502,刘克,男,60岁,600325,董事,高管
100503,谢伟,男,44岁,600325,董事,高管
100504,刘亚非,男,62岁,600325,董事,高管
100505,许继莉,女,47岁,600325,董事,高管
100506,张学兵,男,53岁,600325,董事,高管
100507,汤建军,男,49岁,600325,董事,高管
100508,谭劲松,男,53岁,600325,独立董事,高管
100509,陈世敏,男,60岁,600325,独立董事,高管
100510,张利国,男,53岁,600325,独立董事,高管
100511,江华,男,55岁,600325,独立董事,高管
100512,黄长庚,男,53岁,600549,"董事长,董事",高管
100513,邓英杰,女,54岁,600549,"副董事长,董事",高管
100514,山根英雄,男,57岁,600549,"副董事长,董事",高管
100515,吴高潮,男,51岁,600549,董事,高管
100516,侯孝亮,男,52岁,600549,董事,高管
100517,周闽,男,54岁,600549,董事,高管
100518,沈维涛,男,55岁,600549,独立董事,高管
100519,倪龙腾,男,48岁,600549,独立董事,高管
100520,洪茂椿,男,65岁,600549,独立董事,高管
100521,胡庆周,男,50岁,300131,"董事长,董事",高管
100522,钟勇斌,男,51岁,300131,董事,高管
100523,许鲁光,男,54岁,300131,董事,高管
100524,甘礼清,男,53岁,300131,董事,高管
100525,吴波,男,47岁,300131,独立董事,高管
100526,高海军,男,49岁,300131,独立董事,高管
100527,王成义,男,51岁,300131,独立董事,高管
100528,丁毅,男,54岁,600808,"董事长,董事",高管
100529,钱海帆,男,57岁,600808,董事,高管
100530,张文洋,男,50岁,600808,董事,高管
100531,任天宝,男,54岁,600808,董事,高管
100532,张春霞,女,55岁,600808,独立董事,高管
100533,朱少芳,女,54岁,600808,独立董事,高管
100534,王先柱,男,38岁,600808,独立董事,高管
100535,徐千,男,56岁,600680,"董事长,董事",高管
100536,王治义,男,53岁,600680,"副董事长,董事",高管
100537,韩志杰,男,53岁,600680,董事,高管
100538,江建平,男,48岁,600680,董事,高管
100539,张晓成,男,61岁,600680,董事,高管
100540,成暐,女,48岁,600680,董事,高管
100541,谢仲华,男,78岁,600680,独立董事,高管
100542,何和平,女,66岁,600680,独立董事,高管
100543,李建平,男,44岁,600680,独立董事,高管
100544,林平涛,男,69岁,002495,"董事长,董事",高管
100545,许巧婵,女,68岁,002495,"副董事长,董事",高管
100546,林长浩,男,41岁,002495,董事,高管
100547,陈鸿鑫,男,45岁,002495,董事,高管
100548,李青广,男,40岁,002495,董事,高管
100549,陈泽民,男,40岁,002495,董事,高管
100550,林则强,男,48岁,002495,独立董事,高管
100551,林剑汶,男,35岁,002495,独立董事,高管
100552,林冬存,男,53岁,002495,独立董事,高管
100553,冯文杰,男,41岁,002447,"董事长,董事",高管
100554,林雪峰,男,36岁,002447,董事,高管
100555,姚栎,女,64岁,002447,董事,高管
100556,骆祖望,男,71岁,002447,独立董事,高管
100557,简德三,男,51岁,002447,独立董事,高管
